nama_pengguna,tanggal,ulasan,label_sentimen,nama_layanan kesehatan
Matus Leha,10 bulan lalu,"Bagian pendaftaran judes, jika menjelaskan ketus nada bicaranya, orangnya juga tidak sabar",negatif,Puskesmas burneh
Muhamad Irfan,4 tahun lalu,Pelayanan nya sangat mengecewakan,negatif,Puskesmas burneh
Mohammad Subhan,setahun lalu,Masih di puskesmas blega. Kali ini saya kasih 2 saja dlu. Alhamdulilah pelayanan sudah dibenahi. Namun tidak ada satu dokterpun di lantai bawah yang bertugas. Mungkin ngopi dengan kepalanya di lantai atas. Hanya bidan saja mentok s.kep.Ns. â€¦,negatif,Puskesmas burneh
cak sam quote,setahun lalu,Tolong upgrade lagi teknologi USG nya.. dari 4 tahun lalu saya dan istri periksa kandungan pake USG sampai sekarang USG lagi anak kedua tapi teknologinya masih belum 3D atau 4D. â€¦,negatif,Puskesmas burneh
Farisa Fariani,setahun lalu,"Kebersihan di puskesmas blega tolong ditingkatkan lagi, karena lantai kotor, tempat sampah bertumpukan, apalagi di tempat rawat inap sangat kotor sekali . Toilet sangat kotor & bau sekali, jadi jijik yg mau mandi / buang air . â€¦",negatif,Puskesmas burneh
maliki arifin,3 tahun lalu,"Gak ada sopan santun sama tata kramanya untuk bagian ugd, saya nelpon baik baik tp malah di reject.",negatif,Puskesmas burneh
Ipul,2 tahun lalu,Hampir semua petugas tidak ramah. Mohon di tingkat kan lagi pelayanannya,negatif,Puskesmas burneh
Saiful Ali,2 tahun lalu,Petugas yg di poli KIA pelayanan nya tidak ramah ...,negatif,Puskesmas burneh
Maulana Af'al,5 tahun lalu,Terlalu lelet di puskesmas blega untuk penangannya jannncoooook,negatif,Puskesmas burneh
Viva Rroshella,2 minggu lalu,Sangat buruk pelayanan nya di poli gigi malah di usir di suruh jangan periksa k sini lagi kari awan nya sangat buruk,negatif,Puskesmas burneh
Arrohid 78,2 minggu lalu,Mau periksa gigi anak kecil malah di usir gak usah periksa disini kata nya sangat buruk pelayanan nya di poli gigi,negatif,Puskesmas burneh
MuzyyaMnis Mnis,10 bulan lalu,Pelayananya kurang memuaskan .di oper2 kurang telaten untuk ngasih arahanya kurang mengayomi sibuk karebpe dibik .jereng ta antri poli matanya menunggu dari jam 7 Sampek jam 12 baru bisa di panggil yg meriksa pun dokter matanya tidak â€¦,negatif,Puskesmas burneh
Ayu Ef,11 bulan lalu,"Pelayanannya sangat sangat lambat dan lama, pendaftaran alurnya makin lama, muterÂ²...dari front office lamaa dan di pendaftaran lebih lamaaa lagii tolong dong dibenahi pelayanannya, kasian yg antri sampe mebludak....",negatif,Puskesmas burneh
Syahrizal Fanani Achmad,setahun lalu,"Dua jam antri tidak ada kejelasan. Antrian tidak sesuai nomor dan tidak tertib. Administrasi masih pake tulis tangan ga digital, luaaaaaammaaaaaa banget! Pas ditanya estimasi waktu antri petugasnya juga kebingungan. Kalau ke sini pas lagi antri mending cari klinik atau puskesmas terdekat lainnya. Pelayanan jelek",negatif,Puskesmas burneh
Hibbi Fuadi,setahun lalu,"sangat lambat pelayanan a.trutama di area pendaftaran,trus jam buka jam 08:00.tp mreka bru tiba j 08:00.blm mempersiapkan diri.jdi mulai start kerja ya jam 9.payah.ksian yg paf sakit.nuggu lama.tolong di tingkatkan tolong itu pendaftran â€¦",negatif,Puskesmas burneh
Ansori,9 bulan lalu,Salah satu pegawainya ada yang kurang baik dalam berbicara(kasar) .,negatif,Puskesmas burneh
AbdulKafie Al-Ihsany,setahun lalu,Baru pertama Kali Bikin Surat Keterangan Sehat kena Biaya 15rb Sejak kapan dipungut Biaya gini. Berasa ada yg dipermainkan,negatif,Puskesmas burneh
sainiyah achmad,setahun lalu,Pelayanan lambat....nggak jelas alurnya. Rata2 keluhan pengunjung sama. Terlalu lama....,negatif,Puskesmas burneh
Moh syaifur Rizal,2 tahun lalu,Pelayanan lambat. Antrian nomor 5 sampek 1 jam lebih nunggu nya. Anterian tidak tertip tidak sesuai nomor antrian,negatif,Puskesmas burneh
ali nurul,11 bulan lalu,Yang baik cmn tukang parkirnya aja yang lain pada sewot2,negatif,Puskesmas burneh
saiful anwar,setahun lalu,Pelayanannya amburadul ada yg langsung di layani tidak sesuai no antrian...,negatif,Puskesmas burneh
Muhammad Rosul,setahun lalu,Pelayanan lambat! Mengantar pasien disuruh prkir mobil di luar !,negatif,Puskesmas burneh
Miptaa,setahun lalu,"Pelayanannya lambatt, pasien kurang diperhatikan",negatif,Puskesmas burneh
siti fausiyah,2 tahun lalu,Ya Allah gak seperti biasanya hari ini lamaaaaaaa banget proses pendaftaran nya,negatif,Puskesmas burneh
Siti Latifah,6 tahun lalu,Pelayaanan puskesmas dengan memanggil pasien pada malam hari menggunakan pengeras suara rasanya mengganggu pasien yang sedang istirahat.,negatif,Puskesmas burneh
Faridyta pangestu,setahun lalu,pelayanan lambat...petugas jg lamban...,negatif,Puskesmas burneh
Nizam Iqbal,setahun lalu,"Puskesmas pelayanan lelet.. kaya keong. Semakin hari semakin lelet, karna bagian loketnya udah tua2, seharusnya diganti dengan anak2 muda biar g lelet",negatif,Puskesmas burneh
Ema Ema,4 bulan lalu,Pelayanan nya kurang kompeten/profesional,negatif,Puskesmas burneh
Husnul Hotimah,2 tahun lalu,"Waktu kunjungan ke poli gigi yg pertama dan kedua nakesnya ramah, tapi waktu kunjungan yg ketiga ga ramah sama sekali ditambah menjudge bukan memberikan edukasi, yang saya takutkan kalo ke puskesmas emang ini. Semoga selalu sehat dan bahagia yaa ibuk",negatif,Puskesmas blega
Ade Iman,2 tahun lalu,"Perawat nya tidak ramah, pelayanan kurang memuaskan. Ruang rawat sering di jadikan jalan keluar masuk pengunjung",negatif,Puskesmas blega
Rakha Slow,setahun lalu,Pelayanan nya kurang memuaskan Petugas nya kurang ramah,negatif,Puskesmas blega
lely mea,6 hari lalu,"pelayananmya sangat buruk diloketnya , ,, cuma satu orang yang ramah masa priksanya juga duduk ditensi doang â€¦",negatif,Puskesmas blega
Rachman,5 bulan lalu,Pelayanan nya lemot banget. USG mulai dari tempat pendaftaran aja lama banget,negatif,Puskesmas blega
Haris Putra madas,3 bulan lalu,UGD nya lemot tadi pagi pasien tabrakan di paterongan di biyarin darah nya di muka gak di bersihin. pakai BPJS tapi gak di infus saat mau di rujuk ke bangkalan di infus dan suruh bayar 850.0000,negatif,Puskesmas blega
Putrinovi yanti,5 bulan lalu,"Pelayanan Nya Ngak Ramah Sama Sekali, Sudah 3x Priksa Di Gni In Terus Tolong Lebih Di Tliti Klo Priksa Pasien Jgan Se Mood Nya",negatif,Puskesmas blega
Abbes Mathori,2 tahun lalu,"Puskesmasnya bukan membantu tp memiskinkan masyarakat.ga, di periksa cuma di tanyakan pasangan apa ga, nya.di kasih sirup udah.biayanya 150.cuma peskemas Galis yg termahal.",negatif,Puskesmas blega
Maiel Ali27,setahun lalu,Pelayanan yang sangat buruk Nyesel periksa di di puskesmas ini kek anjing pelayanannya,negatif,Puskesmas blega
Hani Gofur,6 bulan lalu,Sangat lemot pelayanan nya,negatif,Puskesmas blega
Annisa annis,setahun lalu,Maaf pelayanannya kurang ramah,negatif,Puskesmas blega
Mas_Bie,sebulan lalu,Minta rujukan yg seharusnya bisa di sini di suruh ke sana kemari saran belajarlah lebih banyak karena kebodohan kalian pasien yg butuh cepat2 dapat pergolongan terlambat gara2 kekurang belajar dan pengalamanya,negatif,Puskesmas blega
Ozie Cellular,4 bulan lalu,"Di jadwal jam operasional jam 08.00, sampek jam delapan lebih petugas masih baru dateng dan gak sesuai jadwal, gak disiplin",negatif,Puskesmas blega
Ainul Yakin,sebulan lalu,"Perajeh ben pegenteng bangunannah, mon essenah oreng andik pekkeran sempit.... percuma",negatif,Puskesmas blega
Asha Aurora,setahun lalu,"Pelayanannya bUruk banget kemaren pas ponakan saya di rawat inap Saya laporan sekitar jam 3 pagi Karna cairan infusnya habis Malah tidur. Saya smpek manggil 3x ke UGD tetep ga dateng, dateng"" malah mukanya kayak ga ikhlas",negatif,Puskesmas blega
Sofi Atun,2 bulan lalu,"Pelayannya buruk, perawat nya gak ramah",negatif,Puskesmas blega
Lutfi Al aziz,7 bulan lalu,"Masih ada pungli, buku kia ibu hamil harusnya gratis malah di suruh bayar 20 ribu buat beli buku nya",negatif,Puskesmas blega
Asep Slam,setahun lalu,Pelayanan nya buruk..Petugasnya tidak gerak cepat dan tidak mementingkan pasien..Berangkat pagi agar tidak terjebak antrian tetap saja dihiraukan padahal sudah â€¦,negatif,Puskesmas blega
Rafly Maulana,setahun lalu,"Pelayanan nya sangat buruk melayani customer sambil makan jadi tidak fokus melayani lebih fokus makan tidak ada etika pelayanan buruk sekali pantes rating nya 2,6 sangat buruk tolong di tingkat kan lagi gak usah kerja kalo ngak fokus melayani tidur aja di rumah",negatif,Puskesmas blega
Rizkiyah Hasin,3 bulan lalu,Bangunan udah bagus toiletnya di kosek ya besok ðŸ¤­ â€¦,negatif,Puskesmas blega
SRB Channel,5 bulan lalu,Puskesmas taek ganti tu smua stap nya gak ada yg genah,negatif,Puskesmas blega
akucantik sedunia,setahun lalu,"Jujur saya pernah rawat inap disini pelayanannya sangat buruk saya mau lepas selang saja harus nyamperin keruangan ugd dan lebih parahnya bukan langsung dilepas tapi malah perawatnya asik makan cimol kalau ga salah yaa, bukannya lgsung mencabut selang yg dilengqn saya ,pdhl kondisi saya masih pusing",negatif,Puskesmas blega
Suci Sari,setahun lalu,"Mbak mbak perawatnya yang pakek kacamata nyengit, gk ramah, mosok ngomong sama keluarga pasien liat hp terus, ditanya liat hp terus, niat kerja apa main hp",negatif,Puskesmas blega
Zul Laiha,setahun lalu,"Pelayanan buruk banget, gak ramah sama sekali, semoga dapet balesnya. Sakit hati banget sama pelayanan, di bagian pendaftaran aja udah begitu apa lagi yang lain.",negatif,Puskesmas blega
Agus Sagufta,setahun lalu,"Pelayanan buruk sekali padahal di ruang UGD masih banyak yang kosong malah di suruh k kwanyar, Di kwanyar meskipun di ruang UGD masih bisa jadi ruang inap kalo udh urgent",negatif,Puskesmas blega
Wasiviola Sheenazramadhani,setahun lalu,Mohon maaf sebelumnya klo bisa pelayanannya di tingkatkan khususnya pelayanan ugd sangat buruk sekaliðŸ™ðŸ» â€¦,negatif,Puskesmas blega
Wulan Turini,3 tahun lalu,Penanganan cukup kurang baik harusnya ada mic untuk memanggil nama pasien dan nomor antrian. Supaya tau seberapa lama antrian untuk menunggu d periksa. Saya nunggu hampir 1 jam d depan ruang pemeriksaan umum tp tidak d panggil panggil dan terlihat tenang saja smpai saya pindah ke tempat lain.,negatif,Puskesmas blega
Kari mah,setahun lalu,Pelayanannya buruk sekali tolong di perbaiki perawatnya meresahkan bukan memberikan solusi tapi malah tambah ribet,negatif,Puskesmas blega
Wulan_maulidia Wulan,2 bulan lalu,Pelayanannnya kurang baik,negatif,Puskesmas blega
Imam Syafii,3 tahun lalu,"Pelayanan buruk, petugas test swap nya tidak mau melayani pasien cman kurang 30 menit dari jam operasi puskesmas dan juga tidak ramah, padahal kebutuhan sangat mendesak sudah dijelaskan tetap ngenyel tidak mau melayani. Bagi masyarakat yang mau test swap antigen jangan disini, pelayannya sangat buruk.",negatif,Puskesmas blega
Ainnatul Hasanah,3 tahun lalu,Pelayanan sangatÂ² buruk...dari loket sdh d sambut dg wajah dan respon yg sangat jauh dr kata ramah....sangat tdk profesional....sopankah begitu?Lalu ketika mnympaikan kperluan minta SKS tp maunya sama dokter yg PNS utk persyaratan kperluan ampun d lemparÂ² ksana kmari malah saya d bilang ribet.,negatif,Puskesmas blega
MUHAMMAD ASROFI,2 tahun lalu,"Sangat kurang pelayanan nya Tolong diperbaiki lagi kinerjanya Dan pelayanannya kurang cepat, Daftar gak bisa langsung berobat ðŸ¤¦â€â™€ï¸ â€¦",negatif,Puskesmas blega
alie official,setahun lalu,"Untuk no antrian tidak transparan, jika kamu ada orang dalam, maka kamu akan cepat di tangani",negatif,Puskesmas blega
Mila Dealova,5 tahun lalu,"Tolong pelayanannya diperbaiki lagi Masa mau buka infus ,yg sakit harus dibawa keruang dokter , apa""an kalau kyak gitu,bukannya dokter dan perawat yg hrus ngehampiri ke ruang rawat inap, untuk â€¦",negatif,Puskesmas blega
Lisa Hosnan,3 bulan lalu,Pelayanan burukkk,negatif,Puskesmas blega
diknas al-zulkarnain,4 tahun lalu,Alat Antriannya GAK BERGUNA! IBU-IBU BISA NYEROBOT SEENAKNYA! TOLONG PRIORITAS SESUAI NOMER ANTRIAN ATAU KEDARURATAN!!,negatif,Puskesmas blega
Ranfille,2 tahun lalu,Pelayanan tidak ramah,negatif,Puskesmas blega
MAidhatul hasanah,3 bulan lalu,Pelayananya kurang baikðŸ˜ŒðŸ˜Œ â€¦,negatif,Puskesmas blega
Moh. Nurul,5 bulan lalu,Pelayannya sangat tidak bngt untuk hari ini ditanya ini bilang gatau semua trus bicaranya agak ketus emng tidak patut ditiru padahal mereka digaji pakai pajak kita juga tukang parkirnya juga ga ramah padahal ga sampek satu menit tetap ditaggih kyak pereman klu bisa bintang minus ta minusin-limite,negatif,Puskesmas blega
Riris Riris,3 bulan lalu,"Takut sama para perawat nya, yg tugas mggil pasien sama administrasi ,,ketus bgetðŸ˜¥ â€¦",negatif,Puskesmas blega
Queen Rika,setahun lalu,"Paling males sama puskesmas yg satu ini memang ! Pelayanan dr petugas kesehatan dibawah standar, ga ramah, ketus judes kek mau ngemis aja ke sana ! Sibuk dengan hp dan nyemil d waktu jam kerja ! Mau minta surat sakit dr dokter â€¦",negatif,Puskesmas blega
Nurul Hamid,setahun lalu,"Seharusnya bisa lebih ramah,murah senyum,tutur kata lebih d perhalus lg yaa kepada pasien,kita loch mbak/mas klo tidak ada kepentingan ke puskesmas tidak akan ke sana_maklum lah klo bysax ada ketidaktahuan karena pst ada orang yg pertama â€¦",negatif,Puskesmas blega
Mohammad Muchlis,2 tahun lalu,Pelayanan sangat buruk para perawat lebih mementingkan hp dari pada pasien dan tolong jaga etittude nada bicara direndahkan. Saya harap pihak puskesmas segera perbaiki pelayan banyak nyawa yang melayang karna para pegawai lalai kurang sigap terhadap pasien !,negatif,Puskesmas blega
Agus Budianto,2 tahun lalu,Pelayanan model jaman batu .tidak pernah peduki kepada pasien .dalam berbicara tidak sopan dan sering menelantarkan pasien lebih banyaj mainan hp,negatif,Puskesmas blega
MS Music Channel,2 tahun lalu,"pelayanan macam apa ini? kayaknya puskesmas arosbaya udah waktu nya rombak bidan"" buruk ini, jawaban"" dengan nada tinggi dan layanan nya jelek, sekali lagi bidan"" nya sudah waktunya di ganti sama yang lebih niat kerja",negatif,Puskesmas blega
Achmad Hamdani,8 bulan lalu,WADUHHHH MAU PERIKSA KE SINI TAPI DITOLAK DIKARENAKAN LOKET GANGGUAN WKWKWKKWKWKWKWK BARU TAU GABISA PERIKSA KALAU LOKET LAGI GANGGUAN HAHAHAHAHHA NIAT MENGABDI KE PUSKESMAS TIDAK NIHH PEKERJA DISANAA???????????????????????,negatif,Puskesmas blega
Akun Ig,2 tahun lalu,"pelayanan buruk, tidak ramah, nada nya arogan, seperti melayani hewan saja",negatif,Puskesmas blega
sakinah aqiqah Surabaya,3 tahun lalu,Layanan kesehatan yang tidak ramah.. Lambat..Sayang sekali.. â€¦,negatif,Puskesmas blega
Arjhun Na,2 tahun lalu,Layanan tidak layak berobat cuma 3 jam habis 360rb....,negatif,Puskesmas blega
raffa rezii,2 tahun lalu,pelayanan sangat burukkk!!!!,negatif,Puskesmas blega
Naylaa Nayy,2 bulan lalu,"tempatnya puanasss poll, plafonnya harus di gantii panasnya ga wajar, dan ga punya desel jadi kalo mati lampu tidak ada solusi",negatif,Puskesmas blega
Patrick Ricko,setahun lalu,Saya datang ke puskesmas jam 8 karena perjanjian dokternya hari sabtu baru boleh di jabut gigi . Sebelumnya saya datang hari kamis selama 2 hari saya nahan sakit gigi . Dan tadi pagi jam 8 bilangnya penuh tanpa ada meriksaan lebih lanjut â€¦,negatif,Puskesmas tanah merah
Naya Ilyas1112,2 minggu lalu,Pelayanan pendaftaran sangat tidak ramah,negatif,Puskesmas tanah merah
Arell Rachmawati,3 bulan lalu,"kasiannya orang orang dengan bpjs, kalo ngomong diketusin kaya gini kita bukan gratis loh, kita bayar :) jangan mentang mentang kita bayar murah , ngomong aja diketusin :) dzalim sekali poli gigi",negatif,Puskesmas tanah merah
vigor bana,2 bulan lalu,"pelayanan yg sangat tdk baik, klo pake bpjs, hari pertama sy datang blg harus leb darah tpi bsk pagi baru datang, besoknya sy dtg sudah antri dari pagi sampai siang giliran sy malah blg alatnya rusak,jadi mau di kasi rujukan mau lab di â€¦",negatif,Puskesmas tanah merah
Grunch,6 bulan lalu,"Pelayanannya terutama no antri kocar kacir gak karuan dan tidak tertata,,,masa no antri ut 1 antri sampai berjam2 gak masuk akal sama sekali terus fungsi LCD no antri utk apa? Apakah pelayanan puskesmas lain juga spt inikah mohon ditinjau â€¦",negatif,Puskesmas tanah merah
Desty Deritha Tuan,6 bulan lalu,"yang faskes BPJS nya di PKM Klampis, mending pindah ke yg lain, karna bisa berbahaya juga bagi kesehatan. sebelumnya saya pernah ke puskesmas pada tanggal 7 september 2024, untuk â€¦",negatif,Puskesmas tanah merah
Emilda Damayanti,3 tahun lalu,"Tolong pelayanan kesehatannya lebih di perbaiki kembali! Dapat nomor antrian 32, sudah menunggu dari jam 8 pagi sampai jam 10 dan belum ada panggilan â€¦",negatif,Puskesmas tanah merah
Nency Fajar,5 bulan lalu,Dokter di poli gigi dan mulut tidak ramah. Bawaannya marah marah dan juga sudah tua tua,negatif,Puskesmas tanah merah
Kenneth Wangga,6 tahun lalu,Butuh perbaikan dalam durasi penanganan pasien. Waktu menunggu terlampau lama. ðŸ‘Ž â€¦,negatif,Puskesmas tanah merah
Rizka Aliya,8 bulan lalu,"DUH PEGAWAI NYA KETAWA KETAWA MULU, ADA ORANG MAU NANYA AJA SAMPE NUNGGU SELESAI KETAWA ITUPUN NGELAYANIN SAMBIL BERCANDA, JUDES, KALO DITANYA JAWABANNYA ""GATAU, KURANG TAU, BUKAN SAYA"", DIPERBAIKI YA SOP NYA.",negatif,Puskesmas tanah merah
mar ati sholikah,setahun lalu,Hari ini saya dan anak saya datang ke puskesmas klampis tujuan poli gigi untuk membersihkan karang gigi setelah masuk saya disarankan memakai bpjs karena saat itu saya umum jarena dr yg dipjs jauh lokasinya dan dijawab sama ibu2 tua dan â€¦,negatif,Puskesmas tanah merah
Febriani Ayu,setahun lalu,"Keluhan sakit kepala karena mata sakit sudah hampir seminggu, malah ga di periksa, disepelekan hanya ditangani bagian administrasi tanpa cek ke dokter, dan langsung di beri obat difarmasi, obat yg diberikan hanya untuk 1 dosis saja. â€¦",negatif,Puskesmas galis
Ernisa Zulfaningtyas,setahun lalu,"Kecewa sama pelayanan KIA nya, Sudah 2x telfon untuk tanya Tes lab kehamilan, ktnya bisa suruh langsung datang setiap hari kamis, aku udah datang tapi ternyata gak bisa, harusnya dari awal bilang kalau gak bisa",negatif,Puskesmas galis
Chollilah Eragusti,setahun lalu,"Bidan gak ada etika, org konsul ngobrol dia main hp. Kasian bidan diluaran yg nganggur mala memperkerjakan bidan gendeng. Kacamata gede, case hp merah. Orang ga guna di pekerjakan. Yg dokter ramah semua tapi bidan di KIA YG CASE HAPE MERAH ETIKANYA DI KAKI",negatif,Puskesmas galis
Michael Hartanto,setahun lalu,"Antar pasien luka bakar dimuka , sudah urgent , masih disuruh tunggu untuk makan siang , kira2 kenapa ya kok bisa begitu? padahal seharusnya namanya Ugd itu yang shift jaga jam istirahatnya bergantian , masak gitu aja ga bisa mikir?? â€¦",negatif,Puskesmas galis
Riski Imuttt,2 tahun lalu,"Ini pelayanannya sangat buruk sekali. Orang tua saya di bohongi, masak ada hari sabtu di suruh ngambil surat rujukan di jam 14.00 mau diambil di rumah siapa jam segitu??? Berapa lama buat surat rujukan sampai bohongi pasien. Padahal hanya â€¦",negatif,Puskesmas galis
aurora beurabo,4 tahun lalu,"Pelayanan lama terutama mbak2 n BPK tua di bagian registrasi. Rekam medis dikasih ke poli sesudah saya protes, duduk 3 jam lebih menunggu dipanggil poli. Dokter OK, sayang staff registrasi wajib diganti, ada anak demam 39 C dicuekin â€¦",negatif,Puskesmas galis
Muharikul Islam,5 tahun lalu,"Kenapa tidak ada keterangan kalau jam 1 sampek jam set 3 istirahat, terlanjur kesini nunggu lama.",negatif,Puskesmas galis
syaiful anam,3 tahun lalu,"Maaf nih beribu maaf Saya mau mengajukan surat kesehatan untuk keperluan menikah di Surabaya, saya asli Madura Bangkalan â€¦",negatif,Puskesmas galis
iw sa,10 bulan lalu,"Minta rujukan aja dipersulit, kalo sampai sakitnya parah apa dokter di puskesmas mau tanggung jawab?",negatif,Puskesmas galis
R. Xena,2 tahun lalu,"gimana ceritanya, udah setaun lutut gak sembuh2 dan minta surat rujukan untuk ke RS aja gak bisa dengan alasan yg tidak masuk akal alias katanya kalo kayak gini gak bisa dicover bpjs harus umum. lantas buat apa saya bayar tagihan tiap bulan â€¦",negatif,Puskesmas galis
Cindy Nathania,3 tahun lalu,"Penolakan Vaksin Kedua (Umum 18+ Keatas) Sebelum mengunjungi Puskemas Klampis Ngasem, saya sudah menghubungi pihak â€¦",negatif,Puskesmas galis
Ilham Rosyidi,3 tahun lalu,Jam 5 pagi datang dengan menulis nomer antrian. Kemudian saya mendapat nomer 32. Di pengumuman dijelaskan bahwa vaksin di mulai jam 8 jadi saya pulang. Ketika jam 7 saya sampai sana saya tidak mendapat nomer antrian saya. Lalu untuk apa â€¦,negatif,Puskesmas galis
